EPIC_ID,count,mean,std,min,25%,50%,75%,max,logstd,logiqr,fname,input_id,id,k2_ra,k2_dec,twomass,ucac,tyc,hip,kp,bmag,vmag,rmag,imag,jmag,hmag,kmag,kepflag,sim_2MASS,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,ID,SP_TYPE,SP_QUAL,SP_BIBCODE,FLUX_V,FLUX_I,FLUX_H,FLUX_K,INPUT
202766302,3255.0,1.0023812356737336,0.004483419186925007,0.992634731,0.998805741,1.001964504,1.0061608350000002,1.01252975,-2.3483906539386816,-2.13341177250538,../data/hlsp_k2sff_k2_lightcurve_202766302-c02_kepler_v1_llc-default-aper.txt,202766302.0,202766302.0,247.024404,-28.442890999999996,16280586-2826343,308-091590,None,,11.689,,,,,9.352,8.55,8.357999999999999,JHK,2MASS J16280586-2826343,,,,,,,,,,,,,,,,,,,,,
202773970,3322.0,1.0037178023226987,0.02801460194002852,0.9454757859999999,0.9822765115000001,1.0056667755,1.021829853,1.408695808,-1.5526155440505005,-1.4028168210484675,../data/hlsp_k2sff_k2_lightcurve_202773970-c02_kepler_v1_llc-default-aper.txt,202773970.0,202773970.0,247.46532200000001,-28.414447999999997,16295167-2824520,None,None,,14.855,,,,,12.265,11.497,11.177,JHK,2MASS J16295167-2824520,,,,,,,,,,,,,,,,,,,,,
202787821,3293.0,1.0071901714287887,0.05210823467165352,0.915655943,0.9592860440000001,1.004696905,1.0510836829999999,1.436812965,-1.283093639658919,-1.0371684885423065,../data/hlsp_k2sff_k2_lightcurve_202787821-c02_kepler_v1_llc-default-aper.txt,202787821.0,202787821.0,246.865242,-28.364009000000003,16272766-2821502,309-088027,None,,13.238,,,,,10.902000000000001,10.251,10.017000000000001,JHK,2MASS J16272766-2821502,,,,,,,,,,,,,,,,,,,,,
202790830,3343.0,1.002340134821417,0.016515390396198117,0.9756884,0.9948213585,1.003656882,1.008813781,1.490308437,-1.782111155856268,-1.8541070898466827,../data/hlsp_k2sff_k2_lightcurve_202790830-c02_kepler_v1_llc-default-aper.txt,202790830.0,202790830.0,246.888391,-28.352715000000003,16273320-2821097,309-088043,None,,13.710999999999999,,,,,11.390999999999998,10.770999999999999,10.511,JHK,2MASS J16273320-2821097,,,,,,,,,,,,,,,,,,,,,
202791563,3348.0,1.0044552841977308,0.024815018192092586,0.9566300040000001,0.98238365875,0.9971178115,1.02832260375,1.154748252,-1.6052854020817082,-1.337818982713903,../data/hlsp_k2sff_k2_lightcurve_202791563-c02_kepler_v1_llc-default-aper.txt,202791563.0,202791563.0,245.587702,-28.350103000000004,16222104-2821003,None,None,,14.455,,,,,12.24,11.686,11.392999999999999,JHK,2MASS J16222104-2821003,,,,,,,,,,,,,,,,,,,,,
202793212,3349.0,1.0067469724553626,0.03693907704955126,0.92513538,0.9781126240000001,0.99979463,1.040949717,1.096186059,-1.432513959932444,-1.2017839147087919,../data/hlsp_k2sff_k2_lightcurve_202793212-c02_kepler_v1_llc-default-aper.txt,202793212.0,202793212.0,246.459593,-28.343823999999998,16255030-2820377,None,None,,15.224,,,,,12.714,12.022,11.755,JHK,2MASS J16255030-2820377,,,,,,,,,,,,,,,,,,,,,
202795175,3351.0,1.0572965835538652,0.08603992658406336,0.870742943,0.9833771295,1.006926205,1.138994969,1.443073681,-1.0652999688581428,-0.8079406184497109,../data/hlsp_k2sff_k2_lightcurve_202795175-c02_kepler_v1_llc-default-aper.txt,202795175.0,202795175.0,245.924456,-28.336861,16234186-2820126,None,None,,15.243,,,,,13.902000000000001,13.187999999999999,12.737,J,2MASS J16234186-2820126,,,,,,,,,,,,,,,,,,,,,
202800046,3341.0,1.0387423777892828,0.09062820298708432,0.881487942,0.95101653,0.991315407,1.133649984,1.341647302,-1.04273663128953,-0.7384196673447252,../data/hlsp_k2sff_k2_lightcurve_202800046-c02_kepler_v1_llc-default-aper.txt,202800046.0,202800046.0,245.62284,-28.319149,16222948-2819089,None,None,,15.025,,,,,13.693,12.69,12.337,J,2MASS J16222948-2819089,,,,,,,,,,,,,,,,,,,,,
202800875,3284.0,1.0018821217216822,0.027569679560589058,0.91045935,0.982405655,1.001600476,1.02210666475,1.0676328590000002,-1.5595682816227974,-1.4011984473105306,../data/hlsp_k2sff_k2_lightcurve_202800875-c02_kepler_v1_llc-default-aper.txt,202800875.0,202800875.0,245.554797,-28.316275,16221315-2818585,309-087347,None,,12.485,14.61,13.209000000000001,12.578,11.822000000000001,10.045,9.349,9.097999999999999,gri,2MASS J16221315-2818585,,,,,,,,,,,,,,,,,,,,,
202804882,3321.0,1.0010667527627235,0.0017069320121359136,0.9959488590000001,0.9995645209999999,1.001292737,1.002444358,1.008349212,-2.76778377668388,-2.5406320927976656,../data/hlsp_k2sff_k2_lightcurve_202804882-c02_kepler_v1_llc-default-aper.txt,202804882.0,202804882.0,245.83981400000002,-28.301524,16232156-2818054,309-087415,None,,12.058,14.682,12.823,12.045,11.290999999999999,9.006,8.133,7.8229999999999995,gri,2MASS J16232156-2818054,,,,,,,,,,,,,,,,,,,,,
202816688,3323.0,1.001753135847729,0.005262315803133905,0.9881140740000001,0.9983499,1.0023175340000001,1.0052132575,1.0314136409999999,-2.2788230925021296,-2.1634633788984083,../data/hlsp_k2sff_k2_lightcurve_202816688-c02_kepler_v1_llc-default-aper.txt,202816688.0,202816688.0,247.50626499999998,-28.258188,16300149-2815294,309-088381,None,,13.440999999999999,,,,,10.879000000000001,10.012,9.801,JHK,2MASS J16300149-2815294,,,,,,,,,,,,,,,,,,,,,
202818196,3106.0,1.001772289017707,0.003145497995654425,0.9928406909999999,0.99966742375,1.0017434870000002,1.00394417025,1.018993887,-2.5023105872160603,-2.368886491364408,../data/hlsp_k2sff_k2_lightcurve_202818196-c02_kepler_v1_llc-default-aper.txt,202818196.0,202818196.0,243.49215499999997,-28.252641999999998,16135811-2815095,309-086225,6805-43-1,79552.0,7.965,8.173,7.936,,,7.275,7.0489999999999995,6.979,BV,2MASS J16135811-2815095,b'1RXS J161358.4-281509',16 13 58.115,-28 15 09.59,7.0,7.0,60.0,60.0,90.0,B,I,b'2003yCat.2246....0C',X,b'',b'',,b'',,,7.050000190734863,6.979000091552734,2MASS J16135811-2815095
202828127,3356.0,1.0289841092079857,0.0759244841505756,0.899997187,0.959630314,0.980979397,1.110194765,1.251537401,-1.1196181501020854,-0.8222775550740559,../data/hlsp_k2sff_k2_lightcurve_202828127-c02_kepler_v1_llc-default-aper.txt,202828127.0,202828127.0,247.03737400000003,-28.215670000000003,16280896-2812564,None,None,,14.585999999999999,,,,,13.26,12.558,12.114,J,2MASS J16280896-2812564,,,,,,,,,,,,,,,,,,,,,
202842502,3163.0,1.0004134284337645,0.0004755113473415248,0.999483272,1.0000081550000002,1.000271984,1.0008454535,1.003156953,-3.3228391148380134,-3.077119686819165,../data/hlsp_k2sff_k2_lightcurve_202842502-c02_kepler_v1_llc-default-aper.txt,202842502.0,202842502.0,244.09132999999997,-28.164021,16162191-2809504,310-088532,6805-7-1,79733.0,9.054,9.624,9.124,,,8.16,8.021,7.931,BV,2MASS J16162191-2809504,b'HD 146236',16 16 21.9192,-28 09 50.474,9.0,9.0,10.020000457763672,8.170000076293945,90.0,A,O,b'2007A&A...474..653V',Star,b'',b'A0',C,b'',9.119999885559082,,8.020999908447266,7.931000232696533,2MASS J16162191-2809504
202853972,3306.0,1.0159341370986086,0.05061896308145556,0.920855678,0.97461423025,1.011714645,1.0546956015,1.165932024,-1.2956867555154659,-1.0964684989501965,../data/hlsp_k2sff_k2_lightcurve_202853972-c02_kepler_v1_llc-default-aper.txt,202853972.0,202853972.0,243.63336099999998,-28.123071999999997,16143200-2807228,310-088184,None,,13.722999999999999,,,,,11.355,10.694,10.459000000000001,JHK,2MASS J16143200-2807228,,,,,,,,,,,,,,,,,,,,,
202872570,3329.0,0.9752202194490835,0.046788212506877216,0.902892845,0.9274469670000001,0.9908133509999999,1.019158375,1.050313778,-1.3298635462424917,-1.0375766389941514,../data/hlsp_k2sff_k2_lightcurve_202872570-c02_kepler_v1_llc-default-aper.txt,202872570.0,202872570.0,244.098055,-28.056683000000003,16162353-2803240,None,None,,14.422,,,,,12.171,11.575999999999999,11.312999999999999,JHK,2MASS J16162353-2803240,,,,,,,,,,,,,,,,,,,,,
202873945,3293.0,0.9997195046595804,0.03590652084295903,0.9215935940000001,0.972311464,0.9962608059999999,1.0264187679999999,1.675909106,-1.444826673735114,-1.2667441050822568,../data/hlsp_k2sff_k2_lightcurve_202873945-c02_kepler_v1_llc-default-aper.txt,202873945.0,202873945.0,245.41635,-28.051846,16213992-2803066,None,None,,15.117,,,,,12.380999999999998,11.589,11.245,JHK,2MASS J16213992-2803066,,,,,,,,,,,,,,,,,,,,,
202876718,3139.0,1.0001612418381651,0.00046870280744310965,0.9957075409999999,0.9998593815000001,1.000101063,1.000433053,1.004000403,-3.329102445128394,-3.2413367253314176,../data/hlsp_k2sff_k2_lightcurve_202876718-c02_kepler_v1_llc-default-aper.txt,202876718.0,202876718.0,244.56733300000002,-28.041709,16181616-2802300,310-088829,6801-999-1,79878.0,7.183,7.055,7.061,,,7.029,7.101,7.041,BV,2MASS J16181616-2802300,b'HD 146606',16 18 16.1600,-28 02 30.154,9.0,9.0,3.7799999713897705,2.9800000190734863,90.0,A,O,b'2007A&A...474..653V',Star,b'',b'A0V',C,b'',7.059999942779541,,7.10099983215332,7.040999889373779,2MASS J16181616-2802300
202888106,3255.0,1.002667158607374,0.004801545995955192,0.9877825990000001,0.998167811,1.0014112179999999,1.0074100785,1.022805701,-2.318618906497395,-2.0342214658007984,../data/hlsp_k2sff_k2_lightcurve_202888106-c02_kepler_v1_llc-default-aper.txt,202888106.0,202888106.0,249.966331,-28.001169,16395191-2800041,310-092803,None,,13.592,15.295,13.875,,,10.904000000000002,10.216000000000001,10.052,BV,2MASS J16395191-2800041,,,,,,,,,,,,,,,,,,,,,
202891090,3294.0,1.0026741417820286,0.016894852197432142,0.939764335,0.9911748979999999,1.001773476,1.013646436,1.122076412,-1.7722456032451317,-1.6483672025227998,../data/hlsp_k2sff_k2_lightcurve_202891090-c02_kepler_v1_llc-default-aper.txt,202891090.0,202891090.0,245.76973399999997,-27.990385999999997,16230474-2759252,311-087990,None,,13.285,15.422,14.005,13.373,12.624,10.515999999999998,9.812000000000001,9.555,gri,2MASS J16230474-2759252,,,,,,,,,,,,,,,,,,,,,
202891973,3231.0,1.0004383445341989,0.002451841460950923,0.994488072,0.9985142735,1.0006219170000001,1.002242175,1.008281065,-2.610507615254838,-2.4285355712567784,../data/hlsp_k2sff_k2_lightcurve_202891973-c02_kepler_v1_llc-default-aper.txt,202891973.0,202891973.0,245.967855,-27.987089,16235230-2759135,311-088085,6802-432-1,,10.809000000000001,12.703,11.185,10.815999999999999,10.295,8.663,7.952999999999999,7.769,gri,2MASS J16235230-2759135,b'TYC 6802-432-1',16 23 52.285,-27 59 13.53,7.0,7.0,120.0,113.0,0.0,B,O,b'2000A&A...355L..27H',Star,b'',b'',,b'',11.1899995803833,,7.953000068664551,7.769000053405762,2MASS J16235230-2759135
202900241,3204.0,1.0007558777134855,0.0012157655731217414,0.9974701009999999,0.9997650025,1.0004498305,1.001854494,1.003917548,-2.915150158710209,-2.679959391216018,../data/hlsp_k2sff_k2_lightcurve_202900241-c02_kepler_v1_llc-default-aper.txt,202900241.0,202900241.0,244.63743,-27.958094,16183297-2757291,311-087579,6801-432-1,,10.199,11.927999999999999,10.757,10.193999999999999,9.651,7.902,7.211,6.968,gri,2MASS J16183297-2757291,b'CD-27 10895',16 18 32.9729,-27 57 29.086,8.0,8.0,64.44000244140625,51.65999984741211,90.0,B,,b'1998A&A...335L..65H',Star,b'',b'',,b'',10.760000228881836,,7.210999965667725,6.9679999351501465,2MASS J16183297-2757291
202903160,3222.0,0.9938329501272516,0.033771157352906755,0.892261442,0.97105114425,0.996778052,1.01850910475,1.203987411,-1.47145405564033,-1.3236909294694574,../data/hlsp_k2sff_k2_lightcurve_202903160-c02_kepler_v1_llc-default-aper.txt,202903160.0,202903160.0,246.61400299999997,-27.947433,16262736-2756508,311-088520,None,,11.235999999999999,12.953,11.714,11.199000000000002,10.742,9.021,8.381,8.185,gri,2MASS J16262736-2756508,,,,,,,,,,,,,,,,,,,,,
202904043,3267.0,0.999906247942456,0.004309270164099691,0.9902189859999999,0.997821752,0.999652065,1.0014018075,1.122426434,-2.365596277529252,-2.4461102406307496,../data/hlsp_k2sff_k2_lightcurve_202904043-c02_kepler_v1_llc-default-aper.txt,202904043.0,202904043.0,242.61762099999999,-27.944334,16102823-2756395,311-086387,None,,13.399000000000001,16.206,14.282,13.664000000000001,12.466,10.511,9.882,9.637,gri,2MASS J16102823-2756395,,,,,,,,,,,,,,,,,,,,,
202905306,3269.0,1.001056518487614,0.0018756521619838922,0.997523878,0.999328841,1.0006466859999998,1.002909586,1.004771029,-2.7268476980131804,-2.446026605834266,../data/hlsp_k2sff_k2_lightcurve_202905306-c02_kepler_v1_llc-default-aper.txt,202905306.0,202905306.0,244.03783700000002,-27.939809999999998,16160906-2756230,311-087297,6801-542-1,,10.877,13.17,11.383,10.878,10.375,8.698,8.03,7.848,gri,2MASS J16160906-2756230,b'TYC 6801-542-1',16 16 09.081,-27 56 23.32,7.0,7.0,142.0,124.0,0.0,B,O,b'2000A&A...355L..27H',Star,b'',b'',,b'',11.380000114440918,,8.029999732971191,7.8480000495910645,2MASS J16160906-2756230
202906224,3286.0,0.9914976287325004,0.014157073365122175,0.955274504,0.97745085025,0.996808395,1.0033365047499998,1.093941853,-1.8490265173203675,-1.58694084972231,../data/hlsp_k2sff_k2_lightcurve_202906224-c02_kepler_v1_llc-default-aper.txt,202906224.0,202906224.0,245.82340499999998,-27.936378,16231761-2756109,None,None,,14.069,,,,,12.719000000000001,12.014000000000001,11.689,J,2MASS J16231761-2756109,,,,,,,,,,,,,,,,,,,,,
202906766,3347.0,1.006599476318494,0.018053363041927502,0.967036705,0.992032607,1.005894758,1.0196540625,1.078983256,-1.7434418843674695,-1.55875344020476,../data/hlsp_k2sff_k2_lightcurve_202906766-c02_kepler_v1_llc-default-aper.txt,202906766.0,202906766.0,243.80496000000002,-27.934471000000002,16151318-2756040,311-087170,None,,14.478,,,,,12.01,11.373,11.074000000000002,JHK,2MASS J16151318-2756040,,,,,,,,,,,,,,,,,,,,,
202908892,3275.0,0.9879133753264115,0.02244965285071378,0.90172172,0.9672728425,0.9946160620000001,1.0056267335,1.160205782,-1.6487903703036455,-1.4161905703301476,../data/hlsp_k2sff_k2_lightcurve_202908892-c02_kepler_v1_llc-default-aper.txt,202908892.0,202908892.0,245.71493700000002,-27.927033,16225158-2755371,311-087962,None,,13.548,,,,,11.102,10.463,10.176,JHK,2MASS J16225158-2755371,,,,,,,,,,,,,,,,,,,,,
202910245,3321.0,1.0091249798882884,0.060736921542494826,0.949108996,0.9892062779999999,1.0034482040000001,1.022880789,3.592607583,-1.2165472241231967,-1.4726987021096112,../data/hlsp_k2sff_k2_lightcurve_202910245-c02_kepler_v1_llc-default-aper.txt,202910245.0,202910245.0,244.53797799999998,-27.922103999999997,16180911-2755195,None,None,,14.745,,,,,12.315999999999999,11.706,11.397,JHK,2MASS J16180911-2755195,,,,,,,,,,,,,,,,,,,,,
202915242,3280.0,1.0021585371518291,0.018000480337390698,0.959233405,0.9867942590000001,1.0003669775,1.0172450292500002,1.202504494,-1.7447159057247559,-1.5164017174450986,../data/hlsp_k2sff_k2_lightcurve_202915242-c02_kepler_v1_llc-default-aper.txt,202915242.0,202915242.0,242.58979,-27.904825,16102154-2754173,None,None,,14.627,,,,,12.142999999999999,11.49,11.199000000000002,JHK,2MASS J16102154-2754173,,,,,,,,,,,,,,,,,,,,,
202933888,3259.0,1.0105348901641598,0.026682033866965948,0.962406546,0.9874422035,1.006586997,1.0348804945,1.094891413,-1.5737810689258696,-1.3238709651462979,../data/hlsp_k2sff_k2_lightcurve_202933888-c02_kepler_v1_llc-default-aper.txt,202933888.0,202933888.0,243.74658399999998,-27.839691,16145918-2750230,311-087123,6801-186-1,,10.843,12.088,10.970999999999998,10.767999999999999,10.552,9.334,8.8,8.686,gri,2MASS J16145918-2750230,b'2MASS J16145918-2750230',16 14 59.180,-27 50 22.89,7.0,7.0,,,0.0,B,O,b'2000A&A...355L..27H',TTau*,b'',b'K0IV(e)',C,b'2006A&A...460..695T',11.204999923706055,10.052000045776367,8.800000190734863,8.685999870300293,2MASS J16145918-2750230
202942404,3276.0,1.0029805716275937,0.0043284822127167945,0.9948585609999999,0.99907660875,1.00113308,1.00737938975,1.014262496,-2.363664362814548,-2.0807764171828387,../data/hlsp_k2sff_k2_lightcurve_202942404-c02_kepler_v1_llc-default-aper.txt,202942404.0,202942404.0,244.04694700000002,-27.809410999999997,16161126-2748338,311-087306,None,,11.834000000000001,13.953,12.4,11.763,11.227,9.34,8.567,8.335,gri,2MASS J16161126-2748338,,,,,,,,,,,,,,,,,,,,,
202947197,3198.0,1.0002444503339618,0.0005146226135438735,0.988187425,0.999931987,1.0002615515,1.000557657,1.00251285,-3.2885111339407875,-3.2036546683353246,../data/hlsp_k2sff_k2_lightcurve_202947197-c02_kepler_v1_llc-default-aper.txt,202947197.0,202947197.0,243.449232,-27.792759999999998,16134781-2747340,312-085848,6801-310-1,,9.244,9.721,9.289,,,8.296,8.061,8.006,BV,2MASS J16134781-2747340,b'HD 145778',16 13 47.8136,-27 47 33.907,8.0,8.0,59.779998779296875,26.56999969482422,90.0,B,,b'1998A&A...335L..65H',pMS*,b'',b'F3V',C,b'',9.289999961853027,,8.060999870300293,8.005999565124512,2MASS J16134781-2747340
202949156,3260.0,1.0005350402334354,0.051220970059156816,0.92193271,0.951037081,0.9998211834999999,1.05037683425,1.131156575,-1.290552200811956,-1.002876923083462,../data/hlsp_k2sff_k2_lightcurve_202949156-c02_kepler_v1_llc-default-aper.txt,202949156.0,202949156.0,245.58719900000003,-27.786003000000004,16222092-2747095,312-086696,None,,13.357999999999999,15.966,14.407,13.817,12.565999999999999,10.399000000000001,9.742,9.471,gri,2MASS J16222092-2747095,,,,,,,,,,,,,,,,,,,,,
202957873,3272.0,1.0082119612979832,0.021239800635263317,0.9629787679999999,0.99117196925,1.006260062,1.02529526775,1.276593487,-1.6728495640223662,-1.4669489947639045,../data/hlsp_k2sff_k2_lightcurve_202957873-c02_kepler_v1_llc-default-aper.txt,202957873.0,202957873.0,242.25215699999998,-27.755391999999997,16090051-2745194,None,None,,14.415,,,,,12.116,11.557,11.243,JHK,2MASS J16090051-2745194,,,,,,,,,,,,,,,,,,,,,
202960425,3284.0,1.0107658419394008,0.016611409937081618,0.979974482,0.994890175,1.0099471125,1.025722965,1.091468251,-1.7795935040984443,-1.5109871750210928,../data/hlsp_k2sff_k2_lightcurve_202960425-c02_kepler_v1_llc-default-aper.txt,202960425.0,202960425.0,242.25400000000002,-27.746257,16090096-2744465,312-085095,None,,14.056,,,,,11.697000000000001,11.106,10.804,JHK,2MASS J16090096-2744465,,,,,,,,,,,,,,,,,,,,,
202963882,3309.0,1.0220268600275029,0.09228709985117416,0.844575565,0.9447675259999999,0.9795606490000001,1.114001843,1.2155010240000002,-1.0348590016284385,-0.7715115669910636,../data/hlsp_k2sff_k2_lightcurve_202963882-c02_kepler_v1_llc-default-aper.txt,202963882.0,202963882.0,243.328771,-27.734021999999996,16131889-2744026,312-085792,None,,13.825,16.516,15.203,14.581,12.923,10.492,9.904,9.623,gri,2MASS J16131889-2744026,,,,,,,,,,,,,,,,,,,,,
202972156,3288.0,0.9983889868208641,0.003813061906989426,0.9864914779999999,0.99520250325,0.998602749,1.00141929775,1.006768794,-2.4187261436784286,-2.206433488268176,../data/hlsp_k2sff_k2_lightcurve_202972156-c02_kepler_v1_llc-default-aper.txt,202972156.0,202972156.0,248.494802,-27.704656,16335875-2742167,312-088547,None,,13.046,,,,,10.402000000000001,9.526,9.296,JHK,2MASS J16335875-2742167,,,,,,,,,,,,,,,,,,,,,
202976647,3164.0,1.0013958335847049,0.005496489234495426,0.985889547,0.997479152,1.0008544714999998,1.0049423155,1.023674055,-2.2599146183092165,-2.1270770439256217,../data/hlsp_k2sff_k2_lightcurve_202976647-c02_kepler_v1_llc-default-aper.txt,202976647.0,202976647.0,246.62462599999998,-27.688959000000004,16262991-2741203,312-087305,6802-183-1,80535.0,8.514,9.193999999999999,8.613999999999999,,,7.553999999999999,7.306,7.218,BV,2MASS J16262991-2741203,b'HD 148040',16 26 29.9102,-27 41 20.252,9.0,9.0,12.5600004196167,8.6899995803833,90.0,A,O,b'2007A&A...474..653V',*inAssoc,b'',b'G0V',C,b'2013A&A...557A..47D',8.609999656677246,,7.306000232696533,7.2179999351501465,2MASS J16262991-2741203
202976791,3249.0,1.0000924662271469,0.0014216676530699956,0.9974136490000001,0.999218842,0.9997263409999999,1.0006702920000001,1.040517306,-2.847201917887136,-2.8381979202856678,../data/hlsp_k2sff_k2_lightcurve_202976791-c02_kepler_v1_llc-default-aper.txt,202976791.0,202976791.0,248.935677,-27.688451,16354456-2741183,312-088992,None,,11.92,,,,,9.738,9.087,8.901,JHK,2MASS J16354456-2741183,,,,,,,,,,,,,,,,,,,,,
202987851,3203.0,1.0202065471155155,0.12091214031651296,0.8481674840000001,0.910646912,0.941350212,1.1511556785,1.298993895,-0.9175300911345378,-0.6188690890482033,../data/hlsp_k2sff_k2_lightcurve_202987851-c02_kepler_v1_llc-default-aper.txt,202987851.0,202987851.0,246.597572,-27.650156,16262342-2739005,312-087281,6802-1158-1,,10.211,11.177,10.434000000000001,10.149,9.911,8.726,8.225,8.059,gri,2MASS J16262342-2739005,b'TYC 6802-1158-1',16 26 23.4209,-27 39 00.407,8.0,8.0,92.13999938964844,48.13999938964844,0.0,B,,b'1998A&A...335L..65H',Star,b'',b'',,b'',10.430000305175781,,8.225000381469727,8.059000015258789,2MASS J16262342-2739005
